"city","address_id","street1","street2","zipcode","state","po_box","lat","lng","formatted_address"
"Altoona",3409,"514 E Pleasant Valley Blvd Ste 3","","16602","PA","",40.5216555,-78.3694249,"514 E Pleasant Valley Blvd #3, Altoona, PA 16602, USA"
"Altoona",3410,"711 Logan Blvd","","16602","PA","",40.4911127,-78.4151625,"711 Logan Blvd, Altoona, PA 16602, USA"
"Altoona",3411,"1402 9th Ave","Station Medical Center","16602","PA","",40.5118997,-78.4008365,"1402 9th Ave, Altoona, PA 16602, USA"
"Altoona",3412,"901 Valley View Blvd","","16602","PA","",40.5075269,-78.3821598,"901 Valley View Blvd, Altoona, PA 16602, USA"
"Altoona",3413,"1710 6th Ave","","16602","PA","",40.5078088,-78.4003209,"1710 6th Ave, Altoona, PA 16602, USA"
"Altoona",3414,"600 E Pleasant Valley Blvd","","16602","PA","",40.5223196,-78.3688169,"600 E Pleasant Valley Blvd, Altoona, PA 16602, USA"
"Altoona",3415,"2525 9th Ave Ste 1B","","16602","PA","",40.5022546,-78.4091986,"2525 9th Ave #1b, Altoona, PA 16602, USA"
"Altoona",3416,"810 Valley View Blvd","","16602","PA","",40.5082845,-78.3819789,"810 Valley View Blvd, Altoona, PA 16602, USA"
"Altoona",3417,"1414 9th Ave","","16602","PA","",40.5114505,-78.4012119,"1414 9th Ave, Altoona, PA 16602, USA"
"Altoona",3418,"1516 9th Ave","","16602","PA","",40.5114493,-78.401213,"1516 9th Ave, Altoona, PA 16602, USA"
"Altoona",3419,"3107 Fairway Dr","","16602","PA","",40.4838266,-78.3944779,"3107 Fairway Dr, Altoona, PA 16602, USA"
"Orbisonia",3420,"622 Water St","","17243","PA","",40.2392839,-77.8904737,"622 Water St, Orbisonia, PA 17243, USA"
"Orbisonia",3421,"626 Water St Ste 1","","17243","PA","",40.2392839,-77.8904737,"626 Water St #1, Orbisonia, PA 17243, USA"
"Cassville",3422,"478 Seminary St 1st Fl","","16623","PA","",40.2947245,-78.0350431,"478 Seminary St, Calvin, PA 16622, USA"
"Philadelphia",3423,"3400 Civic Center Blvd 2nd FlR","","19104","PA","",39.9477563,-75.1925357,"3400 Civic Center Blvd, Philadelphia, PA 19104, USA"
"Philadelphia",3424,"51 N 39th St","","19104","PA","",39.9582917,-75.1990771,"51 N 39th St, Philadelphia, PA 19104, USA"
"Philadelphia",3425,"3400 Civic Center Blvd","","19104","PA","",39.9477563,-75.1925357,"3400 Civic Center Blvd, Philadelphia, PA 19104, USA"
"Philadelphia",3426,"3400 Spruce St Ground Fl","","19104","PA","",39.9498809,-75.1933479,"3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3427,"3400 Civic Center Blvd 2 W","","19104","PA","",39.9477563,-75.1925357,"3400 Civic Center Blvd, Philadelphia, PA 19104, USA"
"Philadelphia",3428,"3400 Civic Center Blvd","West Pavilion 4th fl Ste 4-900 W","19104","PA","",39.9477563,-75.1925357,"3400 Civic Center Blvd, Philadelphia, PA 19104, USA"
"Philadelphia",3429,"3615 Chestnut St","Ralston Penn Ctr","19104","PA","",39.9554341,-75.1954026,"3615 Chestnut St, Philadelphia, PA 19104, USA"
"Philadelphia",3430,"3400 Spruce St","10 Silverstein","19104","PA","",39.9498809,-75.1933479,"3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3431,"3400 Spruce St","4 Dulles Bldg","19104","PA","",39.9498809,-75.1933479,"3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3432,"3400 Spruce St","2 Rhoads Pavilion","19104","PA","",39.9498809,-75.1933479,"3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3433,"3400 Spruce St","3 Silverstein Bldg","19104","PA","",39.9498809,-75.1933479,"3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3434,"3400 Spruce St","2 Gates Bldg","19104","PA","",39.9498809,-75.1933479,"3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3435,"3400 Spruce St","2 Donner Bldg","19104","PA","",39.9498809,-75.1933479,"3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3436,"3400 Spruce St","1 Ground White Bldg","19104","PA","",39.9498809,-75.1933479,"3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3437,"3400 Spruce St","5 White Bldg","19104","PA","",39.9503185,-75.1930415,"Hospital of the University of Pennsylvania, 3400 Spruce St, Philadelphia, PA 19104, USA"
"Philadelphia",3438,"3400 Spruce St","2 Silverstein Bldg","19104","PA","",39.949924,-75.1931994,"3400 Spruce Street, Hospital of the University of Pennsylvania, 2 Silverstein, Philadelphia, PA 19104, United States"
"Philadelphia",3439,"235 S 33rd St","","19104","PA","",39.9501475,-75.1901043,"235 S 33rd St, Philadelphia, PA 19104, USA"
"Flourtown",3440,"1811 Bethlehem Pike Ste A106","","19031","PA","",40.1089162,-75.2145115,"1811 Bethlehem Pike a106, Flourtown, PA 19031, USA"
"Flourtown",3441,"1722 Bethlehem Pike","","19031","PA","",40.108735,-75.2136727,"1722 Bethlehem Pike, Flourtown, PA 19031, USA"
"Fort Washington",3442,"515 Pennsylvania Ave","","19034","PA","",40.1345089,-75.2057101,"515 Pennsylvania Ave, Fort Washington, PA 19034, USA"
"Fort Washington",3443,"414 Commerce Dr","","19034","PA","",40.1392153,-75.1959996,"414 Commerce Dr, Fort Washington, PA 19034, USA"
"Philadelphia",3444,"7700 Germantown Ave","","19118","PA","",40.0680295,-75.198276,"7700 Germantown Ave, Philadelphia, PA 19118, USA"
"Philadelphia",3445,"8835 Germantown Ave","Dept Neonatology Newborn Peds","19118","PA","",40.07868,-75.2111805,"8835 Germantown Ave, Philadelphia, PA 19118, USA"
"Philadelphia",3446,"184 Bethlehem Pike","","19118","PA","",40.0842045,-75.2092323,"184 Bethlehem Pike, Philadelphia, PA 19118, USA"
"Philadelphia",3447,"8815 Germantown Ave Ste 16","","19118","PA","",40.0791229,-75.211674,"8815 Germantown Ave #16, Philadelphia, PA 19118, USA"
"Philadelphia",3448,"1 Waterman Ave","","19118","PA","",40.0795728,-75.2156265,"1 Waterman Ave, Philadelphia, PA 19118, USA"
"Philadelphia",3449,"33 E Chestnut Hill Ave","","19118","PA","",40.0801149,-75.2094644,"33 E Chestnut Hill Ave, Philadelphia, PA 19118, USA"
"Philadelphia",3450,"33 E Chestnut Hill Ave Ste 201","","19118","PA","",40.0801149,-75.2094644,"33 E Chestnut Hill Ave #201, Philadelphia, PA 19118, USA"
"Philadelphia",3451,"8815 Germantown Ave","","19118","PA","",40.0791229,-75.211674,"8815 Germantown Ave, Philadelphia, PA 19118, USA"
"Philadelphia",3452,"8815 Germantown Ave Ste 36","","19118","PA","",40.0791229,-75.211674,"8815 Germantown Ave #36, Philadelphia, PA 19118, USA"
"Philadelphia",3453,"8835 Germantown Ave","","19118","PA","",40.07868,-75.2111805,"8835 Germantown Ave, Philadelphia, PA 19118, USA"
"Ardmore",3454,"121 Coulter Ave Ste 102","","19003","PA","",40.0081583,-75.2862365,"121 Coulter Ave #102, Ardmore, PA 19003, USA"
"Haverford",3455,"3300 Darby Rd","Quadrangle","19041","PA","",39.999808,-75.332716,"3300 Darby Rd, Haverford, PA 19041, USA"
"Haverford",3456,"569 W Lancaster Ave","","19041","PA","",40.0172097,-75.3096721,"569 West Lancaster Avenue, Haverford, PA 19041, USA"
"Wynnewood",3457,"100 E Lancaster Ave Ste 275","","19096","PA","",39.9883897,-75.2620003,"100 Lancaster Ave #275, Wynnewood, PA 19096, USA"
"Wynnewood",3458,"100 E Lancaster Ave","","19096","PA","",39.9883897,-75.2620003,"100 Lancaster Ave, Wynnewood, PA 19096, USA"
